ProbeID	GeneSymbol
ILMN_1697268	EMILIN2
ILMN_1795266	EMILIN3
ILMN_1787972	EML1
ILMN_1764829	EML1
ILMN_1791990	EML2
ILMN_1772644	EML3
ILMN_1718297	EML4
ILMN_1771334	EML5
ILMN_1801616	EMP1
ILMN_1671270	EMP2
ILMN_1765446	EMP3
ILMN_1780601	ADGRE1
ILMN_1800524	ADGRE2
ILMN_1755873	ADGRE3
ILMN_1736036	ADGRE4P
ILMN_1726991	ADGRE4P
ILMN_1680184	EMX1
ILMN_1751439	EMX2
ILMN_1709593	EN1
ILMN_1685318	EN2
ILMN_1716552	ENAH
ILMN_1727036	ENAH
ILMN_1751375	ENAM
ILMN_1779147	ENC1
ILMN_1722309	ENDOG
ILMN_1709747	EXOG
ILMN_1760778	ENG
ILMN_1710756	ENO1
ILMN_1765796	ENO2
ILMN_1678904	ENO3
ILMN_1711878	ENOPH1
ILMN_1803676	ENOSF1
ILMN_1713471	ENOX1
ILMN_1679770	ENOX2
ILMN_1806366	ENOX2
ILMN_1675325	ENPEP
ILMN_1700888	ENPP1
ILMN_1780799	ENPP2
ILMN_1749131	ENPP3
ILMN_1693675	ENPP4
ILMN_1660727	ENPP5
ILMN_1676383	ENPP6
ILMN_1675413	ENPP7
ILMN_1760779	ENSA
ILMN_1749610	ENSA
ILMN_1811736	ENTHD1
ILMN_1773125	ENTPD1
ILMN_1749553	ENTPD2
ILMN_1651599	ENTPD2
ILMN_1775114	ENTPD3
ILMN_1806304	ENTPD4
ILMN_1745849	ENTPD5
ILMN_1677955	ENTPD6
ILMN_1758852	ENTPD7
ILMN_1706056	ENTPD8
ILMN_1655536	ENY2
ILMN_1760509	EOMES
ILMN_1744665	EP300
ILMN_1673023	EP400
ILMN_1760034	EPAS1
ILMN_1667408	EPB41
ILMN_1663786	EPB41
ILMN_1684534	EPB41L1
ILMN_1719475	EPB41L1
ILMN_1805448	EPB41L2
ILMN_1720637	EPB41L3
ILMN_1775376	EPB41L4A
ILMN_1784967	EPB41L4B
ILMN_1810707	EPB41L4B
ILMN_1810051	EPB41L4B
ILMN_1770245	EPB41L5
ILMN_1814397	EPB42
ILMN_1671686	DMTN
ILMN_1746276	EPC1
ILMN_1656496	EPC2
ILMN_1675797	EPDR1
ILMN_1815313	EPGN
ILMN_1664265	EPHA1
ILMN_1663263	EPHA10
ILMN_1700527	EPHA2
ILMN_1736427	EPHA3
ILMN_1782076	EPHA3
ILMN_1775931	EPHA3
ILMN_1672022	EPHA4
ILMN_1767342	EPHA5
ILMN_1668022	EPHA5
ILMN_1719531	EPHA6
ILMN_1803637	EPHA7
ILMN_1756989	EPHA8
ILMN_1728021	EPHA8
ILMN_1692261	EPHB1
ILMN_1785061	EPHB2
ILMN_1741346	EPHB3
ILMN_1734624	EPHB4
ILMN_1802646	EPHB6
ILMN_1701025	EPHX1
ILMN_1709237	EPHX2
ILMN_1719468	EPM2A
ILMN_1788156	EPM2A
ILMN_1682658	EPM2AIP1
ILMN_1772981	EPN1
ILMN_1784116	EPN2
ILMN_1815519	EPN2
ILMN_1726893	EPN3
ILMN_1658867	EPO
ILMN_1662379	EPOR
ILMN_1781281	B9D1
ILMN_1783695	EPRS1
ILMN_1665357	EPS15
ILMN_1708369	EPS15L1
ILMN_1733282	EPS8
ILMN_1662950	EPS8L1
ILMN_1681193	EPS8L1
ILMN_1685000	EPS8L1
ILMN_1780827	EPS8L2
ILMN_1673261	EPS8L3
ILMN_1688566	EPSTI1
ILMN_1677253	EPX
ILMN_1677567	EPYC
ILMN_1696512	AHSP
ILMN_1718706	ERAL1
ILMN_1721386	ERAS
ILMN_1717902	ERBB2
ILMN_1728761	ERBB2
ILMN_1694303	ERBB2
ILMN_1805024	ERBIN
ILMN_1707267	ERBB3
ILMN_1751346	ERBB3
ILMN_1737993	ERBB3
ILMN_1661857	ERBB4
ILMN_1770281	ERC1
ILMN_1716060	ERC1
ILMN_1769195	ERC2
ILMN_1797172	ERCC1
ILMN_1726562	ERCC1
ILMN_1676748	ERCC1
ILMN_1815859	ERCC2
ILMN_1740216	ERCC3
ILMN_1662897	ERCC4
ILMN_1795495	ERCC5
ILMN_1786882	ERCC6
ILMN_1790992	ERCC6L
ILMN_1792107	ERCC8
ILMN_1657248	EREG
ILMN_1652749	ERF
ILMN_1785486	ERG
ILMN_1727426	ERG
ILMN_1768301	ERG
ILMN_1651499	MTMR12
ILMN_1778377	ERGIC1
ILMN_1664068	ERGIC1
ILMN_1712766	ERGIC2
ILMN_1722182	ERGIC3
ILMN_1781795	ERH
ILMN_1731001	ERICH1
ILMN_1730731	ERLIN1
ILMN_1669729	ERLIN2
ILMN_1715013	ERMAP
ILMN_1667884	ERMAP
ILMN_1736357	ERMN
ILMN_1659763	ERMN
ILMN_1761023	ERMN
ILMN_1751425	ERMP1
ILMN_1731231	ERN1
ILMN_1692064	ERN1
ILMN_1678899	ERN2
ILMN_1744963	ERO1A
ILMN_1775211	ERO1B
ILMN_1655261	ERP27
ILMN_1665510	ERRFI1
ILMN_1789375	ERV3-1
ILMN_1785804	ERVW-1
ILMN_1723463	ESAM
ILMN_1682233	ESCO1
ILMN_1792947	ESCO2
ILMN_1720285	ESD
ILMN_1668139	ESF1
ILMN_1773262	ESM1
ILMN_1742145	ESPL1
ILMN_1710896	ESPN
ILMN_1797852	ESPNL
ILMN_1814434	ESPNP
ILMN_1776870	ESPNP
ILMN_1678535	ESR1
ILMN_1740045	ESR2
ILMN_1774272	ESRRA
ILMN_1707398	ESRRB
ILMN_1717593	ESRRG
ILMN_1661994	ESRRG
ILMN_1804064	ESRRG
ILMN_1807272	PRSS48
ILMN_1807726	ESX1
ILMN_1780996	ETAA1
ILMN_1815567	ETF1
ILMN_1718924	ETFA
ILMN_1729374	ETFB
ILMN_1779500	ETFB
ILMN_1684758	ETFB
ILMN_1778500	ETFDH
ILMN_1793267	ETHE1
ILMN_1696028	ETNK1
ILMN_1800130	ETNK2
ILMN_1687538	ETS1
ILMN_1745578	ETS2
ILMN_1685891	ETV1
ILMN_1803906	ETV2
ILMN_1703180	ETV3
ILMN_1702657	ETV3L
ILMN_1720822	ETV4
ILMN_1739222	ETV5
ILMN_1723260	ETV5
ILMN_1669756	ETV5
ILMN_1789596	ETV6
ILMN_1759014	ETV7
ILMN_1671562	EVC
ILMN_1651878	EVC
ILMN_1762735	EVC2
ILMN_1803367	MECOM
ILMN_1733579	EVI2A
ILMN_1662747	EVI2A
ILMN_1763452	EVI2B
ILMN_1746314	EVI5
ILMN_1747281	EVI5L
ILMN_1730622	EVL
ILMN_1727288	EVPL
ILMN_1766888	EVX1
ILMN_1697735	EWSR1
ILMN_1727041	EWSR1
ILMN_1694772	EXD1
ILMN_1771689	EXD2
ILMN_1673721	EXO1
ILMN_1719089	EXO1
ILMN_1679729	EXOC1
ILMN_1793766	EXOC1
ILMN_1731180	EXOC2
ILMN_1670038	EXOC3L2
ILMN_1651628	EXOC6
ILMN_1667686	EXOC6
ILMN_1679687	EXOC6
ILMN_1815012	EXOC7
ILMN_1750011	EXOC7
ILMN_1721648	EXOC8
ILMN_1657662	ERI2
ILMN_1677483	EXOSC1
ILMN_1711189	EXOSC10
ILMN_1670796	EXOSC10
ILMN_1697736	EXOSC2
ILMN_1708936	EXOSC3
ILMN_1734194	EXOSC3
ILMN_1745271	EXOSC4
ILMN_1659725	EXOSC5
ILMN_1670218	EXOSC6
ILMN_1726354	EXOSC7
ILMN_1756162	EXOSC8
ILMN_1721713	EXOSC9
ILMN_1712066	EXPH5
ILMN_1794343	EXT1
ILMN_1679698	EXT2
ILMN_1761259	EXT2
ILMN_1718783	EXTL1
ILMN_1797950	EXTL2
ILMN_1778226	EXTL3
ILMN_1807554	EYA1
ILMN_1747207	EYA1
ILMN_1727801	EYA2
ILMN_1728353	EYA3
ILMN_1790562	EYA3
ILMN_1693319	EYA4
ILMN_1671844	EYA4
ILMN_1791436	EZH1
ILMN_1652913	EZH2
ILMN_1708105	EZH2
ILMN_1670708	F10
ILMN_1764061	F11
ILMN_1807101	F11
ILMN_1801452	F11R
ILMN_1671766	F12
ILMN_1717163	F13A1
ILMN_1735489	F13B
ILMN_1671753	F2
ILMN_1742866	F2R
ILMN_1673113	F2RL1
ILMN_1728923	F2RL2
ILMN_1797009	F3
ILMN_1709233	F5
ILMN_1740559	F7
ILMN_1670229	F8
ILMN_1675083	F8
ILMN_1691584	F8
ILMN_1790249	F8A1
ILMN_1727984	F8A1
ILMN_1787598	F9
ILMN_1791531	FA2H
ILMN_1810915	FAAH
ILMN_1679158	FAAH2
ILMN_1772328	FABP1
ILMN_1770113	FABP2
ILMN_1814764	FABP3
ILMN_1773006	FABP4
ILMN_1696302	FABP5
ILMN_1721559	FABP6
ILMN_1804948	FABP7
ILMN_1758658	FADD
ILMN_1670134	FADS1
ILMN_1763151	FADS2
ILMN_1716847	FADS3
ILMN_1704790	FADS6
ILMN_1666634	FAF1
ILMN_1667016	FAF1
ILMN_1781536	FAH
ILMN_1701457	FAHD1
ILMN_1694593	FAHD1
ILMN_1741462	FAHD1
ILMN_1772409	FAHD2A
ILMN_1806605	FAHD2B
ILMN_1716679	FAIM
ILMN_1800881	FAIM
ILMN_1723268	FAIM
ILMN_1686868	FAIM
ILMN_1803855	FAIM2
ILMN_1775542	FCMR
ILMN_1692021	BPTF
ILMN_1699179	BPTF
ILMN_1688381	BPTF
ILMN_1733863	UBALD1
ILMN_1782778	UBALD2
ILMN_1675819	RFLNA
ILMN_1714418	RFLNB
ILMN_1786789	FAM102B
ILMN_1763365	RAMAC
ILMN_1807201	FAM104A
ILMN_1705848	FAM104B
ILMN_1695711	OTULINL
ILMN_1790062	OTULIN
ILMN_1811644	FAM106A
ILMN_1714219	FAM106A
ILMN_1743445	FAM107A
ILMN_1758672	FAM107B
ILMN_1679363	ABHD17A
ILMN_1785661	ABHD17B
ILMN_1660440	ABHD17B
ILMN_1668336	ABHD17B
ILMN_1743316	PHETA1
ILMN_1806487	PHETA2
ILMN_1726308	ST13P4
ILMN_1778845	FAM111A
ILMN_1699018	FAM111B
ILMN_1676302	PCED1A
ILMN_1712431	PCED1B
ILMN_1694070	FAM114A1
ILMN_1805968	TCAF1
ILMN_1670378	TCAF1
ILMN_1713178	DENND6A
ILMN_1745533	FAM117A
ILMN_1809147	FAM118A
ILMN_1762888	METTL21A
ILMN_1723846	EEF1AKMT3
ILMN_1680231	EEF1AKMT3
ILMN_1721089	FAM120A
ILMN_1679641	FAM120B
ILMN_1758476	FAM120C
ILMN_1723353	FAM122A
ILMN_1789493	FAM122B
ILMN_1811498	FAM122C
ILMN_1810131	AMER2
ILMN_1794802	AMER2
ILMN_1674827	FAM124A
ILMN_1749878	FAM124B
ILMN_1664587	MVB12A
ILMN_1652525	MVB12B
ILMN_1702568	MVB12B
ILMN_1780683	MVB12B
ILMN_1691980	FAM126A
ILMN_1779486	FAM126B
ILMN_1717184	MZT2B
ILMN_1661755	NIBAN2
ILMN_1664063	NIBAN3
ILMN_1755674	EDDM3A
ILMN_1764402	EDDM3B
ILMN_1711763	CSRNP2
ILMN_1771959	CSRNP3
ILMN_1729217	FAM131A
ILMN_1652694	FAM131B
ILMN_1761527	FAM131C
ILMN_1781742	FAM133A
ILMN_1666449	RETREG3
ILMN_1804454	FAM135A
ILMN_1655307	FAM136A
ILMN_1780798	TCAF2
ILMN_1752510	FAM13A
ILMN_1800267	FAM13A
ILMN_1752343	FAM13C
ILMN_1740319	IFI27L2
ILMN_1709626	IFI27L1
ILMN_1781817	FAM151A
ILMN_1811450	FAM151B
ILMN_1737580	DESI1
ILMN_1764959	SAXO1
ILMN_1769612	SAXO2
ILMN_1670076	FAM155B
ILMN_1658160	FAM156A
ILMN_1755677	EMC9
ILMN_1688031	FAM161B
ILMN_1803647	FAM162A
ILMN_1789558	ZC2HC1A
ILMN_1670923	FAM166A
ILMN_1749868	FAM171A1
ILMN_1773780	ANTKMT
ILMN_1712577	FAM174A
ILMN_1769092	EVA1B
ILMN_1804993	FAM178B
ILMN_1735502	FAM181B
ILMN_1709367	FAM186B
ILMN_1751492	TVP23B
ILMN_1661593	TVP23B
ILMN_1789407	TVP23C
ILMN_1731972	TVP23C
ILMN_1702199	TAFA1
ILMN_1691876	TAFA2
ILMN_1764364	TAFA3
ILMN_1714271	TAFA3
ILMN_1658710	TAFA4
ILMN_1800705	TAFA4
ILMN_1712065	TAFA5
ILMN_1812091	FAM20A
ILMN_1811373	FAM20B
ILMN_1712684	FAM20C
ILMN_1683165	FAM20C
ILMN_1703009	FAM20C
ILMN_1691201	WASHC2C
ILMN_1670189	WASHC2C
ILMN_1727249	WASHC2C
ILMN_1707694	NUTM2A
ILMN_1674787	NUTM2A
ILMN_1748809	NUTM2A
ILMN_1776905	TMEM236
ILMN_1783969	FAM24A
ILMN_1659536	FAM24B
ILMN_1661022	CALHM3
ILMN_1679130	CALHM1
ILMN_1657417	CALHM6
ILMN_1736179	FAM27E5
ILMN_1653332	HAUS6
ILMN_1664139	HAUS6
ILMN_1715411	FAM32A
ILMN_1807807	SKA2
ILMN_1761594	SHLD2
ILMN_1808584	COX20
ILMN_1752249	PIEZO1
ILMN_1665686	PIEZO2
ILMN_1808356	FAM3A
ILMN_1685767	FAM3B
ILMN_1777261	FAM3C
ILMN_1720433	FAM3D
ILMN_1791217	STRIP1
ILMN_1733108	STRIP2
ILMN_1706015	FAM43A
ILMN_1754921	FAM43B
ILMN_1775002	BOD1L1
ILMN_1716730	BOD1
ILMN_1691760	DENND10
ILMN_1797116	DENND10P1
ILMN_1740466	TENT5A
ILMN_1808011	TENT5B
ILMN_1713266	TENT5C
ILMN_1653629	TENT5D
ILMN_1779861	FAM47A
ILMN_1778940	FAM47B
ILMN_1799721	FAM47C
ILMN_1681553	SUPT20H
ILMN_1802376	SUPT20H
ILMN_1669555	SUPT20H
ILMN_1794038	CYRIA
ILMN_1809400	CYRIB
ILMN_1725130	FAM50A
ILMN_1763655	FAM50B
ILMN_1748116	GEMIN8
ILMN_1658452	FAM53A
ILMN_1703988	FAM53B
ILMN_1744508	FAM53C
ILMN_1697998	MTFR2
ILMN_1804528	MTFR1L
ILMN_1735009	NXPE1
ILMN_1814924	NXPE3
ILMN_1806386	NXPE4
ILMN_1673899	TLCD3A
ILMN_1655498	TLCD3B
ILMN_1770623	CCNQ
ILMN_1787681	CCNQP1
ILMN_1707553	GAREM1
ILMN_1707689	GAREM2
ILMN_1778844	BRINP2
ILMN_1758943	BRINP3
ILMN_1683664	SINHCAF
ILMN_1761159	ESYT1
ILMN_1807761	ESYT2
ILMN_1745764	ESYT3
ILMN_1689552	MINDY1
ILMN_1774259	MINDY2
ILMN_1728972	PIMREG
ILMN_1680037	RIPOR1
ILMN_1726597	RIPOR2
ILMN_1661444	FAM66C
ILMN_1757440	DIPK1B
ILMN_1718446	DIPK1B
ILMN_1699978	TMEM255A
ILMN_1792014	TMEM255B
ILMN_1723300	TMEM255B
ILMN_1709472	FAM71A
ILMN_1791311	FAM71B
ILMN_1705659	FAM71C
ILMN_1732717	FAM71E1
ILMN_1770051	MIGA1
ILMN_1701940	MIGA2
ILMN_1770321	FAM76A
ILMN_1732614	FAM76B
ILMN_1723674	NKAIN3
ILMN_1801304	FAM78A
ILMN_1749960	FAM78B
ILMN_1790350	TPRG1
ILMN_1691616	ULK4P3
ILMN_1662550	OTUD7A
ILMN_1660669	GOLGA8T
ILMN_1780808	ULK4P3
ILMN_1659862	GOLGA8A
ILMN_1706664	RIMKLA
ILMN_1699623	FAM81A
ILMN_1682483	FAM81B
ILMN_1812302	RMDN2
ILMN_1727309	RMDN3
ILMN_1733374	RMDN1
ILMN_1815303	RMDN1
ILMN_1783469	RMDN1
ILMN_1752995	FAM83A
ILMN_1796479	FAM83A
ILMN_1670158	FAM83A
ILMN_1782863	FAM83B
ILMN_1673356	FAM83C
ILMN_1658301	FAM83E
ILMN_1683231	FAM83F
ILMN_1784422	LRATD1
ILMN_1670807	LRATD2
ILMN_1780298	EEF2KMT
ILMN_1655051	FAM86B1
ILMN_1753482	FAM86C1P
ILMN_1712859	FAM89A
ILMN_1652677	FAM89A
ILMN_1710075	FAM89A
ILMN_1804117	FAM89B
ILMN_1774971	FAM8A1
ILMN_1696684	FAM90A1
ILMN_1777322	FAM91A1
ILMN_1783097	PDE4DIPP6
ILMN_1748976	FAM91A1
ILMN_1685856	CIBAR1
ILMN_1693071	CIBAR2
ILMN_1761981	CIAO2A
ILMN_1779813	CIAO2B
ILMN_1735453	FAM98A
ILMN_1760609	FAM98C
ILMN_1670453	FAM99A
ILMN_1778039	FAM9A
ILMN_1760935	FAM9B
ILMN_1775240	FAM9C
ILMN_1799224	FANCA
ILMN_1682747	FANCA
ILMN_1769758	FANCA
ILMN_1726756	FANCB
ILMN_1698252	FANCB
ILMN_1683112	FANCC
ILMN_1810703	FANCD2
ILMN_1657634	FANCD2
ILMN_1712122	FANCD2
ILMN_1768717	FANCE
ILMN_1682724	FANCF
ILMN_1744900	FANCG
ILMN_1754045	FANCL
ILMN_1811995	FANCM
ILMN_1773126	FANK1
ILMN_1741468	FAP
ILMN_1729948	FAR1
ILMN_1712040	FARP1
ILMN_1678353	FARP1
ILMN_1813982	FARP1
ILMN_1768052	FARP2
ILMN_1793732	FARS2
ILMN_1778255	FARSA
ILMN_1808132	FAS
ILMN_1781824	FASLG
ILMN_1784871	FASN
ILMN_1691861	FASTK
ILMN_1664098	FASTK
ILMN_1751362	FASTKD1
ILMN_1728094	FASTKD2
ILMN_1750160	FASTKD3
ILMN_1733377	FASTKD5
ILMN_1754795	FAT1
ILMN_1667792	FAT2
ILMN_1780591	FAT3
ILMN_1761551	FAT4
ILMN_1806914	FATE1
ILMN_1664614	FAU
ILMN_1730882	FBF1
ILMN_1719205	FBL
ILMN_1671754	FBLIM1
ILMN_1691249	FBLIM1
ILMN_1686952	FBLN1
ILMN_1722713	FBLN1
ILMN_1710815	FBLN1
ILMN_1672536	FBLN1
ILMN_1700541	FBLN1
ILMN_1721769	FBLN2
ILMN_1774602	FBLN2
ILMN_1664176	FBLN5
ILMN_1735743	FBLN7
ILMN_1783182	FBN1
ILMN_1670899	FBN2
ILMN_1719755	FBN3
ILMN_1728799	FBP1
ILMN_1804005	FBP2
ILMN_1752559	FBRS
ILMN_1651464	KDM2B
ILMN_1658232	KDM2B
ILMN_1794260	KDM2B
ILMN_1668414	KDM2A
ILMN_1693438	FBXL12
ILMN_1791253	FBXL13
ILMN_1767441	FBXL14
ILMN_1719452	FBXL15
ILMN_1697561	FBXL16
ILMN_1715901	FBXL17
ILMN_1671215	FBXL19
ILMN_1688639	FBXL2
ILMN_1754489	FBXL20
ILMN_1717252	FBXL21P
ILMN_1782657	FBXL22
ILMN_1794187	FBXL3
ILMN_1671393	FBXL4
ILMN_1654795	FBXL5
ILMN_1673370	FBXL5
ILMN_1799389	FBXL6
ILMN_1705035	FBXL7
ILMN_1682037	FBXL8
ILMN_1716952	FBXO10
ILMN_1678404	FBXO11
ILMN_1713682	FBXO11
ILMN_1755281	FBXO15
ILMN_1715823	FBXO16
ILMN_1714428	FBXO17
ILMN_1743898	FBXO17
ILMN_1789274	FBXO17
ILMN_1664779	FBH1
ILMN_1729430	FBH1
ILMN_1803211	FBXO2
ILMN_1745887	FBXO21
ILMN_1786469	FBXO22
ILMN_1764672	FBXO22
ILMN_1701869	FBXO22
ILMN_1686466	FBXO24
ILMN_1745672	FBXO24
ILMN_1692858	FBXO25
ILMN_1783528	FBXO27
ILMN_1812776	FBXO28
ILMN_1749641	FBXO3
ILMN_1729175	FBXO3
ILMN_1672415	FBXO3
ILMN_1700232	FBXO30
ILMN_1771139	FBXO31
ILMN_1703955	FBXO32
ILMN_1652280	FBXO32
ILMN_1760830	FBXO32
ILMN_1664826	FBXO33
ILMN_1765060	FBXO34
ILMN_1756358	FBXO36
ILMN_1686697	FBXO38
ILMN_1754811	FBXO38
ILMN_1814890	FBXO39
ILMN_1757355	FBXO4
ILMN_1755811	FBXO4
ILMN_1656691	FBXO4
ILMN_1762155	FBXO40
ILMN_1756874	FBXO42
ILMN_1670087	FBXO43
ILMN_1689380	FBXO44
ILMN_1732182	FBXO44
ILMN_1651597	FBXO44
ILMN_1747119	FBXO46
ILMN_1797542	FBXO47
ILMN_1656342	FBXO48
ILMN_1710676	FBXO5
ILMN_1701455	FBXO6
ILMN_1745962	FBXO7
ILMN_1667112	FBXO7
ILMN_1787888	FBXO7
ILMN_1672843	FBXO8
ILMN_1777180	FBXO9
ILMN_1717063	FBXO9
ILMN_1702928	FBXO9
ILMN_1667120	FBXO9
ILMN_1727393	FBXW10
ILMN_1766983	FBXW11
ILMN_1796360	FBXW11
ILMN_1735655	FBXW11
ILMN_1674756	FBXW12
ILMN_1661479	FBXW2
ILMN_1671427	FBXW4
ILMN_1701375	FBXW5
ILMN_1754279	FBXW7
ILMN_1770484	FBXW7
ILMN_1655906	FBXW7
ILMN_1668634	FBXW7
ILMN_1761891	FBXW8
ILMN_1709056	FBXW8
ILMN_1750661	FBXW9
ILMN_1801743	FCAMR
ILMN_1768952	FCAR
ILMN_1741073	FCAR
ILMN_1710386	FCER1A
ILMN_1785493	FCER1G
ILMN_1662451	FCER2
ILMN_1712107	FCF1
ILMN_1718984	FCGBP
ILMN_1654389	FCGR1A
ILMN_1810687	FCGR2B
ILMN_1704776	FCGR2A
ILMN_1706523	FCGR2A
ILMN_1666932	FCGR2A
ILMN_1804174	FCGR2B
ILMN_1660027	FCGR2B
ILMN_1703679	FCGR3A
ILMN_1728639	FCGR3B
ILMN_1705302	FCGRT
ILMN_1654571	FCHO1
ILMN_1670322	FCHO2
ILMN_1783847	FCHSD1
ILMN_1815734	FCHSD2
ILMN_1784156	FKTN
ILMN_1668063	FCN1
ILMN_1714057	FCN2
ILMN_1793504	FCN2
ILMN_1780060	FCN3
ILMN_1791943	FCRL1
ILMN_1665152	FCRL2
ILMN_1791329	FCRL2
ILMN_1797428	FCRL3
ILMN_1699599	FCRL3
ILMN_1738517	FCRL4
ILMN_1795461	FCRL5
ILMN_1661591	FCRL6
ILMN_1691071	FCRLA
ILMN_1782015	FCRLB
ILMN_1741096	FDFT1
ILMN_1804248	FDPS
ILMN_1715701	FDX1
ILMN_1799319	FDXR
ILMN_1774091	FECH
ILMN_1719985	FEM1A
ILMN_1744239	FEM1B
ILMN_1703330	FEM1C
ILMN_1755834	FEN1
ILMN_1789618	FER
ILMN_1810289	MYOF
ILMN_1738954	FER1L4
ILMN_1721475	FERD3L
ILMN_1695290	FERMT2
ILMN_1794339	FERMT3
ILMN_1693650	FES
ILMN_1691099	FETUB
ILMN_1751460	FEV
ILMN_1779071	FEZ1
ILMN_1794106	FEZ1
ILMN_1727992	FEZ1
ILMN_1739586	FEZ2
ILMN_1813585	FEZF1
ILMN_1756285	FFAR1
ILMN_1756725	FFAR2
ILMN_1802735	FFAR3
ILMN_1659947	FGA
ILMN_1779017	FGA
ILMN_1656487	FGA
ILMN_1678049	FGB
ILMN_1764314	FGD1
ILMN_1714646	FGD2
ILMN_1772686	FGD3
ILMN_1698728	FGD4
ILMN_1689745	FGD5
ILMN_1785797	FGD6
ILMN_1757519	FGF1
ILMN_1699735	FGF1
ILMN_1726043	FGF10
ILMN_1719938	FGF11
ILMN_1672229	FGF12
ILMN_1810283	FGF12
ILMN_1677680	FGF12
ILMN_1671777	FGF13
ILMN_1690984	FGF13
ILMN_1653826	FGF13
ILMN_1732976	FGF14
ILMN_1751495	FGF14
ILMN_1785564	FGF16
ILMN_1781390	FGF17
ILMN_1797030	FGF18
ILMN_1693483	FGF18
ILMN_1760909	FGF19
ILMN_1744693	FGF2
ILMN_1788232	FGF20
ILMN_1772789	FGF21
ILMN_1660525	FGF22
ILMN_1696488	FGF23
ILMN_1723227	FGF3
ILMN_1677456	FGF4
ILMN_1721143	FGF5
ILMN_1740871	FGF5
ILMN_1764605	FGF6
ILMN_1731240	FGF7
ILMN_1812517	FGF8
ILMN_1762531	FGF9
ILMN_1785404	FGFBP1
ILMN_1761945	FGFBP2
ILMN_1686961	FGFBP3
ILMN_1796229	FGFR1
ILMN_1662181	CEP43
ILMN_1657436	FGFR1OP2
ILMN_1682270	FGFR2
ILMN_1723123	FGFR3
ILMN_1651966	FGFR3
ILMN_1730355	FGFR4
ILMN_1795865	FGFRL1
ILMN_1804335	FGG
ILMN_1737683	FGG
ILMN_1703188	FGG
ILMN_1672872	FGL1
ILMN_1682828	FGL1
ILMN_1746471	FGL2
ILMN_1795158	FGR
ILMN_1719392	FH
ILMN_1766123	FHIT
ILMN_1805842	FHL1
ILMN_1678643	FHL2
ILMN_1668411	FHL2
ILMN_1703558	FHL3
ILMN_1669023	FHL5
ILMN_1651776	FHOD1
ILMN_1761322	FHOD3
ILMN_1727135	FIBCD1
ILMN_1716247	FIBIN
ILMN_1657797	FIBP
ILMN_1778064	FICD
ILMN_1800889	FIG4
ILMN_1707612	VEGFD
ILMN_1801927	FIGLA
ILMN_1676307	FIGN
ILMN_1778152	FIGNL1
ILMN_1657039	FILIP1
ILMN_1768743	FIP1L1
ILMN_1662880	LINC01554
ILMN_1658351	FIS1
ILMN_1764557	FITM1
ILMN_1725536	FIZ1
ILMN_1746465	FJX1
ILMN_1659905	FKBP10
ILMN_1787345	FKBP11
ILMN_1665243	FKBP14
ILMN_1683969	FKBP1A
ILMN_1683658	FKBP1A
ILMN_1702237	FKBP1A
ILMN_1807563	FKBP2
ILMN_1674337	FKBP2
ILMN_1678080	FKBP2
ILMN_1654691	FKBP3
ILMN_1782045	FKBP4
ILMN_1778444	FKBP5
ILMN_1815444	FKBP6
ILMN_1717737	FKBP7
ILMN_1733947	FKBP8
ILMN_1793149	FKBP9
ILMN_1781585	FKBP9P1
ILMN_1791052	FKBPL
ILMN_1753597	FKRP
ILMN_1737195	CENPK
ILMN_1757134	MPV17L2
ILMN_1814998	POTEKP
ILMN_1781047	FRMD8
ILMN_1769730	VN1R10P
ILMN_1663667	FLAD1
ILMN_1730325	FLAD1
ILMN_1720555	FLCN
ILMN_1814952	FLCN
ILMN_1721525	FLCN
ILMN_1720695	FLG
ILMN_1743715	FLG2
ILMN_1665738	FLI1
ILMN_1737170	FLII
ILMN_1739199	WASH3P
ILMN_1655952	WASHC1
ILMN_1660982	BMS1P4
ILMN_1663571	KANSL3
ILMN_1729130	TMEM248
ILMN_1698334	LRRC37A4P
ILMN_1788468	ARGLU1
ILMN_1666502	SOBP
ILMN_1677823	EBLN2
ILMN_1705743	ARHGEF40
ILMN_1795272	YJU2
ILMN_1654630	FAM193B
ILMN_1721628	C19orf73
ILMN_1783546	NAXD
ILMN_1794490	PNMA8A
ILMN_1670476	THNSL2
ILMN_1673743	PRR34
ILMN_1737604	FGGY
ILMN_1800392	CCDC93
ILMN_1736863	TMEM140
ILMN_1662865	CPPED1
ILMN_1814573	CMTR2
ILMN_1735004	TMA16
ILMN_1689831	EPB41L4A-DT
ILMN_1669376	DRAM1
ILMN_1750400	SHFL
ILMN_1790753	ZNF471
ILMN_1654194	AAGAB
ILMN_1769764	ANKRD55
ILMN_1775664	LINC00954
ILMN_1697115	CEBPA-DT
ILMN_1680494	CPSF7
ILMN_1662557	MAP7D3
ILMN_1668249	LMF1
ILMN_1781257	ERVMER34-1
ILMN_1696375	TTC31
ILMN_1737005	SMG9
ILMN_1751395	KRI1
ILMN_1797046	MTHFSD
ILMN_1804597	DCAF17
ILMN_1669851	STAG3L4
ILMN_1759691	KLF3-AS1
ILMN_1678674	FLJ13224
ILMN_1758679	TMEM168
ILMN_1726930	TRAPPC13
ILMN_1754344	ABRAXAS1
ILMN_1700583	ZNF750
ILMN_1656452	TEDC2
ILMN_1735822	TTC30A
ILMN_1769556	NPR3
